1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
2.1306,2.205,4.6335999999999995,2.2818,2.4244,3.1116,1.6251,1.6498,0.0,1.4403,0.0,0.0,3.5918,0.0,0.0,3.0283,3.3395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1812,5.371600000000001,0.0,8.0973,15.5887,10.3454,0.0,4.235600000000001,9.3712,2.0373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9338999999999995,0.0,5.6748,0.0,0.0,0.0,5.112,3.1976999999999998,7.2295,2.9091,5.4942,0.0,0.0,9.8453,10.690100000000001,0.0,12.3169,7.4609000000000005,0.0,0.0,0.0,5.1443,0.0,7.6417,0.0,0.0
11.5807,7.1071,13.2534,5.0,0.0,3.45,5.01,8.4002,10.5711,10.2385,0.0,14.5228,10.1031,0.0,2.5854,5.4597,0.0,8.280299999999999,7.9656,10.1359,2.5462,20.5687,8.247,0.0,4.8078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4982,9.1767,0.0,15.356300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.077300000000001,11.065999999999999,0.0,5.147399999999999,6.0925,0.0,0.0,0.0,2.6449000000000003,0.0,0.0,12.3036,19.0798,4.362,6.089600000000001,15.313199999999998,4.6653,6.099399999999999,11.9422,0.0,0.0,0.0,0.0,12.7524,15.4072,14.0748,0.0,0.0,6.9502,0.0,30.7062,24.5965,5.5618,0.0,0.0,0.0,12.278599999999999,15.8433,0.0,2.3103000000000002,0.0,0.0,3.3234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,2.5704000000000002,3.0819,0.0,2.59,3.1401999999999997,0.0,6.6539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4833000000000003,4.113300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.765000000000001,10.6715,13.0627,22.7434,25.473499999999998,6.1083
24.969,32.3699,32.339000000000006,18.7009,38.8481,18.7883,31.051000000000002,0.0,4.815600000000001,10.1051,11.6547,26.1857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5874,9.4151,0.0,0.0,7.1561,7.9811,9.7116,0.0,8.2549,0.0,0.0,7.0235,13.686999999999998,8.9849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4026,4.5615,0.0,0.0,3.9571,0.0,5.1032,0.0
4.157,5.1836,0.0,6.9079,6.2287,0.0,7.1076999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2566999999999995,0.0,0.0,0.0,0.0,4.0392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2787,0.0,0.0,0.0,3.3715,0.0,5.033600000000001,11.8232,3.5329,3.3205,3.329,0.0,0.0,0.0,0.0,0.0
2.5536999999999996,2.8358000000000003,4.0402,4.0285,0.0,0.0,0.0,0.0,0.0,0.0,2.9444,3.0325,4.026,3.5117,0.0,0.0,0.0,0.0,0.0,0.0,1.7382,0.0,7.905899999999999,5.714499999999999,0.0,2.3646,4.7598,3.5532,0.0,0.0,0.0,0.0,0.0,0.0,2.5385999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7972,0.0,0.0,0.0,0.0,0.0
1.2795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1391,6.695599999999999,5.1806,4.4115,5.6662,4.9625,8.994299999999999,4.9463,15.0332,13.7588,16.6107,11.465800000000002,4.871,10.0256,19.649,23.6406,27.494,22.8281,28.1414,4.954899999999999,10.555399999999999,43.995999999999995,34.3044,27.5991,33.0052,3.8089,0.0,0.0,2.6845,5.0158000000000005,10.476700000000001,0.0,0.0,0.0,4.9479,8.4419,9.9468,0.0
4.9415,15.395,11.217199999999998,17.956699999999998,12.376199999999999,15.7987,14.8371,14.876299999999999,9.943200000000001,19.5719,21.4496,19.692500000000003,14.766,24.0258,13.4447,23.6244,27.113,26.342100000000002,18.8339,25.3492,21.9226,23.8602,24.008300000000002,20.0963,21.227,37.692099999999996,28.7076,20.336100000000002,28.6178,37.1432,26.2489,25.13,21.8493,26.9729,31.9007,21.1723,23.788600000000002,23.044,8.4957,28.383100000000002,19.7199,10.027899999999999,0.0,0.0,0.0,0.0,1.419,0.0,0.0,0.0,0.0,0.0,3.2728
0.0,0.0,0.0,3.0171,1.0591,6.4078,8.075800000000001,10.0726,5.0417,5.0179,0.0,9.767399999999999,11.066099999999999,7.0541,17.8069,11.585600000000001,0.0,8.0578,11.168,1.0154,0.0,0.0,2.5279000000000003,5.8045,7.1482,7.7206,9.11,11.1634,5.9566,5.0208,5.0105,11.287700000000001,10.4923,10.2819,8.2959,11.485100000000001,13.913,14.0912,5.0073,10.026700000000002,17.705,18.076300000000003,22.1927,25.5295,30.7114,30.8611,24.9742,20.281699999999997,25.9532,26.8213,12.811100000000001,23.2224,0.0
28.288400000000003,40.356500000000004,13.5773,42.7984,0.0,0.0,0.0,3.5073000000000003,13.644,37.5726,15.392800000000001,30.6321,12.039,22.5147,27.483200000000004,23.7809,27.4589,21.8826,20.113,26.4629,21.5054,10.4556,21.0,17.2198,21.2502,26.9989,13.9534,16.377,23.6313,0.0,15.0547,17.2761,23.4085,31.818600000000004,26.335100000000004,39.0856,26.9176,26.177999999999997,30.67,0.0,5.1207,27.1374,22.9576,16.554499999999997,21.988599999999998,26.6866,26.1859,22.052500000000002,25.513599999999997,7.4897,13.767199999999999,24.703,0.0
40.0173,38.5291,17.5718,11.907900000000001,23.6004,21.3166,26.1178,14.9489,21.9956,24.2838,15.9875,12.981499999999999,13.607600000000001,18.3568,21.7658,16.4882,19.1825,8.967,0.0,16.3441,21.0471,6.915,11.712399999999999,17.1842,8.0086,14.1164,11.9886,17.4671,15.955099999999998,9.905100000000001,14.2664,16.512700000000002,19.8194,15.850399999999999,16.762900000000002,1.848,0.8797999999999999,0.0,1.0764,4.2372,6.806800000000001,7.021199999999999,5.5152,0.0,5.6736,0.0,0.0,6.557600000000001,3.938,13.2165,5.7532,0.0,0.0
10.0578,7.3664,1.2612999999999999,0.0,0.0,2.9536,0.0,7.6449,16.5694,10.3898,16.5143,15.754100000000001,21.0291,21.9559,32.8455,20.2626,19.1625,28.5704,24.0976,32.2025,26.9932,20.7067,23.0683,24.5303,36.0879,31.0766,29.585299999999997,41.5265,42.246399999999994,18.97,29.4719,31.1286,38.089,23.3518,30.865499999999997,27.7838,20.8181,30.4396,22.4514,27.578500000000002,11.3639,28.2254,24.047,6.9927,16.9049,16.326900000000002,28.5186,14.7911,6.0077,5.1166,13.0605,15.398299999999999,0.0
10.1728,21.763599999999997,30.0758,43.37179999999999,62.726,30.4606,40.718,45.9508,20.549599999999998,69.913,44.053799999999995,42.336,35.8638,36.2602,30.0854,51.6806,36.6602,35.421,34.7612,10.9408,33.3494,26.843400000000003,24.1738,41.056200000000004,28.9138,58.2732,34.8934,29.203000000000003,47.1036,17.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
